site_id	state
03431000	TENNESSEE
03430550	TENNESSEE
03430200	TENNESSEE
03419530	TENNESSEE
03418224	TENNESSEE
03418420	TENNESSEE
03415000	TENNESSEE
03469251	TENNESSEE
03426387	TENNESSEE
03423000	TENNESSEE
03421000	TENNESSEE
03424860	TENNESSEE
03600358	TENNESSEE
03601600	TENNESSEE
03584045	TENNESSEE
03495005	TENNESSEE
03491000	TENNESSEE
03599100	TENNESSEE
03599419	TENNESSEE
03594421	TENNESSEE
03599450	TENNESSEE
03596075	TENNESSEE
03527220	TENNESSEE
07030600	TENNESSEE
07030290	TENNESSEE
07027000	TENNESSEE
07027005	TENNESSEE
07024200	TENNESSEE
05514705	MISSOURI
05490600	MISSOURI
05503100	MISSOURI
07071000	MISSOURI
07043500	MISSOURI
07001985	MISSOURI
07017020	MISSOURI
07010000	MISSOURI
07019130	MISSOURI
07010038	MISSOURI
07019500	MISSOURI
07019210	MISSOURI
07010088	MISSOURI
07010040	MISSOURI
07017260	MISSOURI
07017610	MISSOURI
07061600	MISSOURI
07062575	MISSOURI
07066510	MISSOURI
07062050	MISSOURI
07024175	MISSOURI
07020850	MISSOURI
06893940	MISSOURI
06899680	MISSOURI
06896900	MISSOURI
06893000	MISSOURI
06893791	MISSOURI
06893590	MISSOURI
06895500	MISSOURI
06893890	MISSOURI
06893820	MISSOURI
06894650	MISSOURI
06899900	MISSOURI
06896400	MISSOURI
06893830	MISSOURI
06893885	MISSOURI
06936530	MISSOURI
06935965	MISSOURI
06935450	MISSOURI
06935550	MISSOURI
06934500	MISSOURI
06918990	MISSOURI
06910450	MISSOURI
06918250	MISSOURI
06901205	MISSOURI
06906190	MISSOURI
06909000	MISSOURI
06901250	MISSOURI
06902995	MISSOURI
06906500	MISSOURI
06900640	MISSOURI
06904650	MISSOURI
06900800	MISSOURI
06909950	MISSOURI
06821140	MISSOURI
06821250	MISSOURI
06818000	MISSOURI
06819500	MISSOURI
06923500	MISSOURI
06925250	MISSOURI
06920520	MISSOURI
06926290	MISSOURI
06921500	MISSOURI
06921600	MISSOURI
06921325	MISSOURI
06922440	MISSOURI
06922500	MISSOURI
06926080	MISSOURI
07074888	ARKANSAS
07076634	ARKANSAS
07077000	ARKANSAS
07074670	ARKANSAS
07076530	ARKANSAS
07075270	ARKANSAS
07076750	ARKANSAS
07074886	ARKANSAS
07074500	ARKANSAS
07077730	ARKANSAS
07075250	ARKANSAS
07077500	ARKANSAS
07077652	ARKANSAS
07074850	ARKANSAS
07249455	ARKANSAS
07358250	ARKANSAS
07358253	ARKANSAS
07358550	ARKANSAS
07359000	ARKANSAS
07355870	ARKANSAS
07358500	ARKANSAS
07358284	ARKANSAS
07355860	ARKANSAS
07358570	ARKANSAS
07358257	ARKANSAS
07358280	ARKANSAS
07260000	ARKANSAS
072632962	ARKANSAS
07263888	ARKANSAS
07260678	ARKANSAS
072632971	ARKANSAS
07263877	ARKANSAS
07263881	ARKANSAS
07263555	ARKANSAS
07263884	ARKANSAS
07263650	ARKANSAS
07260673	ARKANSAS
07263265	ARKANSAS
07261200	ARKANSAS
07263887	ARKANSAS
07263878	ARKANSAS
07260990	ARKANSAS
072632966	ARKANSAS
07261250	ARKANSAS
072632982	ARKANSAS
07263883	ARKANSAS
07263500	ARKANSAS
07260800	ARKANSAS
07263605	ARKANSAS
07263882	ARKANSAS
07260640	ARKANSAS
07261090	ARKANSAS
07265280	ARKANSAS
07047855	ARKANSAS
07047980	ARKANSAS
07048780	ARKANSAS
07257200	ARKANSAS
07250550	ARKANSAS
07257693	ARKANSAS
07258000	ARKANSAS
07341500	ARKANSAS
07344370	ARKANSAS
07337000	ARKANSAS
07363054	ARKANSAS
07362579	ARKANSAS
07364130	ARKANSAS
07364078	ARKANSAS
07362591	ARKANSAS
07367680	ARKANSAS
07362500	ARKANSAS
07055607	ARKANSAS
07055780	ARKANSAS
07055680	ARKANSAS
07059450	ARKANSAS
07053207	ARKANSAS
07054410	ARKANSAS
07055660	ARKANSAS
07058980	ARKANSAS
07064040	ARKANSAS
07069295	ARKANSAS
07064026	ARKANSAS
07060728	ARKANSAS
07069190	ARKANSAS
07069220	ARKANSAS
07194880	ARKANSAS
07194933	ARKANSAS
07194906	ARKANSAS
01011500	NEW_BRUNSWICK
03010674	NEW_YORK
03010720	NEW_YORK
03010820	NEW_YORK
01528320	NEW_YORK
01343403	NEW_YORK
01349527	NEW_YORK
01342743	NEW_YORK
01342730	NEW_YORK
01342602	NEW_YORK
01342682	NEW_YORK
01513500	NEW_YORK
01511500	NEW_YORK
0137462010	NEW_YORK
01370520	NEW_YORK
0137449480	NEW_YORK
01376558	NEW_YORK
01376534	NEW_YORK
01356000	NEW_YORK
01359525	NEW_YORK
01350480	NEW_YORK
01350500	NEW_YORK
01359528	NEW_YORK
01355475	NEW_YORK
01354083	NEW_YORK
01351450	NEW_YORK
01351200	NEW_YORK
01350750	NEW_YORK
01354500	NEW_YORK
01354330	NEW_YORK
01359135	NEW_YORK
01351298	NEW_YORK
01350212	NEW_YORK
01422779	NEW_YORK
01425000	NEW_YORK
0142400103	NEW_YORK
01339060	NEW_YORK
01338000	NEW_YORK
01315227	NEW_YORK
01315226	NEW_YORK
01530332	NEW_YORK
01327500	NEW_YORK
01328770	NEW_YORK
0136230002	NEW_YORK
01362487	NEW_YORK
01362368	NEW_YORK
01368050	NEW_YORK
01362230	NEW_YORK
01362357	NEW_YORK
01363556	NEW_YORK
01362342	NEW_YORK
01365100	NEW_YORK
01365550	NEW_YORK
01362322	NEW_YORK
01362336	NEW_YORK
013621955	NEW_YORK
01361000	NEW_YORK
01503500	NEW_YORK
01505810	NEW_YORK
01509520	NEW_YORK
01502731	NEW_YORK
01502632	NEW_YORK
01302050	NEW_YORK
01309990	NEW_YORK
01304000	NEW_YORK
04253296	NEW_YORK
04253294	NEW_YORK
04253295	NEW_YORK
04240100	NEW_YORK
04247055	NEW_YORK
04243783	NEW_YORK
04245840	NEW_YORK
04240105	NEW_YORK
04244000	NEW_YORK
04240300	NEW_YORK
04242500	NEW_YORK
04240120	NEW_YORK
04242640	NEW_YORK
04249200	NEW_YORK
04274000	NEW_YORK
04279000	NEW_YORK
04276842	NEW_YORK
01172010	MASSACHUSETTS
01095434	MASSACHUSETTS
01095503	MASSACHUSETTS
01098500	MASSACHUSETTS
01111200	MASSACHUSETTS
01104370	MASSACHUSETTS
01104705	MASSACHUSETTS
01104480	MASSACHUSETTS
01105607	MASSACHUSETTS
01104683	MASSACHUSETTS
01104405	MASSACHUSETTS
01104410	MASSACHUSETTS
01104000	MASSACHUSETTS
01105584	MASSACHUSETTS
01104420	MASSACHUSETTS
01104415	MASSACHUSETTS
01103050	MASSACHUSETTS
011055566	MASSACHUSETTS
01100500	MASSACHUSETTS
01104501	MASSACHUSETTS
01100870	MASSACHUSETTS
01104455	MASSACHUSETTS
011058837	MASSACHUSETTS
01100568	MASSACHUSETTS
01105608	MASSACHUSETTS
01105638	MASSACHUSETTS
01105606	MASSACHUSETTS
01125000	MASSACHUSETTS
01168250	MASSACHUSETTS
01161280	MASSACHUSETTS
01165000	MASSACHUSETTS
09185100	UTAH
09180500	UTAH
09185600	UTAH
09379500	UTAH
09309600	UTAH
09315000	UTAH
09319000	UTAH
09328990	UTAH
09328920	UTAH
09328910	UTAH
09261000	UTAH
09272400	UTAH
09413900	UTAH
10010060	UTAH
10010020	UTAH
10136600	UTAH
10137000	UTAH
10172860	UTAH
10172640	UTAH
10172630	UTAH
10172727	UTAH
10145400	UTAH
10140700	UTAH
10147100	UTAH
02472980	MISSISSIPPI
02474500	MISSISSIPPI
02477500	MISSISSIPPI
02473500	MISSISSIPPI
02485720	MISSISSIPPI
02480590	MISSISSIPPI
02486350	MISSISSIPPI
02485810	MISSISSIPPI
02481660	MISSISSIPPI
02485800	MISSISSIPPI
02485950	MISSISSIPPI
02484600	MISSISSIPPI
02481521	MISSISSIPPI
02481299	MISSISSIPPI
02484760	MISSISSIPPI
02489000	MISSISSIPPI
02485601	MISSISSIPPI
02484650	MISSISSIPPI
02485820	MISSISSIPPI
02485600	MISSISSIPPI
02486100	MISSISSIPPI
02482470	MISSISSIPPI
02485777	MISSISSIPPI
02485498	MISSISSIPPI
02481130	MISSISSIPPI
02441300	MISSISSIPPI
02492110	MISSISSIPPI
02431000	MISSISSIPPI
02437000	MISSISSIPPI
02433500	MISSISSIPPI
07275900	MISSISSIPPI
07274252	MISSISSIPPI
07273100	MISSISSIPPI
07288000	MISSISSIPPI
07288580	MISSISSIPPI
07288068	MISSISSIPPI
07287404	MISSISSIPPI
07282100	MISSISSIPPI
07285400	MISSISSIPPI
07288939	MISSISSIPPI
07288700	MISSISSIPPI
07288521	MISSISSIPPI
07288048	MISSISSIPPI
07288800	MISSISSIPPI
05516665	INDIANA
05523865	INDIANA
05520980	INDIANA
05536160	INDIANA
05536179	INDIANA
05536165	INDIANA
05536190	INDIANA
05536357	INDIANA
05536191	INDIANA
03331224	INDIANA
03332555	INDIANA
03332605	INDIANA
03332345	INDIANA
03331040	INDIANA
033356848	INDIANA
03332349	INDIANA
03331440	INDIANA
03335960	INDIANA
03322000	INDIANA
03322011	INDIANA
03323587	INDIANA
03325519	INDIANA
03360652	INDIANA
03364650	INDIANA
03364340	INDIANA
03360600	INDIANA
03361605	INDIANA
03364042	INDIANA
03361440	INDIANA
03363400	INDIANA
03360730	INDIANA
03363220	INDIANA
03373560	INDIANA
03371650	INDIANA
03378500	INDIANA
03374100	INDIANA
03373610	INDIANA
03304300	INDIANA
03303280	INDIANA
03302849	INDIANA
03350660	INDIANA
03353633	INDIANA
03351071	INDIANA
03353670	INDIANA
03353430	INDIANA
03353420	INDIANA
03351350	INDIANA
03350655	INDIANA
03351060	INDIANA
03352953	INDIANA
03353415	INDIANA
03351005	INDIANA
03358000	INDIANA
03351201	INDIANA
03352972	INDIANA
03353240	INDIANA
03353910	INDIANA
03276650	INDIANA
03348502	INDIANA
03343010	INDIANA
03342500	INDIANA
